timestamp_s,rate_setpoint,rate,control_output,tracking_error,setpoint_step,source_index
0.0,9.128706382269594e-06,-9.574089590495687e-08,1.0297627396630098e-05,9.22444727817455e-06,0.0,0
0.02,-2.1964417479555234e-05,-1.0022693008616066e-05,-2.4537400191085876e-05,-1.1941724470939169e-05,-3.109312386182483e-05,0
0.04,2.680252366497138e-05,4.329436118280421e-07,2.9576536064600827e-05,2.636958005314334e-05,4.876694114452661e-05,0
0.06,7.059790133198468e-06,4.941708791310887e-05,8.891453974035156e-06,-4.2357297779910404e-05,-1.9742733531772912e-05,0
0.08,-0.00011785451074764897,-0.0001401791594611138,-0.0001330767128413345,2.232464871346482e-05,-0.00012491430088084742,0
0.1,0.00029781810737799445,0.00020191129735466307,0.00033290557989839155,9.590681002333138e-05,0.0004156726181256434,0
0.12,-0.00038517594896988946,0.0018359995147481272,-0.0004256433466574652,-0.002221175463718017,-0.000682994056347884,0
0.14,-3.5955782175179935e-05,0.004054753663344493,-5.3685854206254055e-05,-0.004090709445519673,0.0003492201667947095,0
0.16,0.00151374240119706,0.0061008890774580235,0.0017111075939072325,-0.004587146676260963,0.0015496981833722399,0
0.18,-0.004026246364235025,0.007690131205817978,-0.004503286618647042,-0.011716377570053003,-0.005539988765432085,0
0.2,0.005499481661042999,0.010450253436578887,0.006084902682929459,-0.004950771775535889,0.009525728025278023,0
0.22,0.05589463961199434,0.01562572402714793,0.0635337393618851,0.04026891558484641,0.05039515795095134,0
0.24,0.12148540923049381,0.022093725745567193,0.13771430201739504,0.09939168348492661,0.06559076961849947,0
0.26,0.1804586343296261,0.028401824279449393,0.20375002023347974,0.1520568100501767,0.058973225099132304,0
0.28,0.2383327992358476,0.032891115074163535,0.2721118065831633,0.20544168416168407,0.05787416490622149,0
0.3,0.30198888734102036,0.04151115259689456,0.33958417575549726,0.26047773474412583,0.06365608810517276,0
0.32,0.37870119889428455,0.06086371599363297,0.40044689585711946,0.31783748290065156,0.07671231155326419,0
0.34,0.4604995368045162,0.08439840046814534,0.45978203441183335,0.3761011363363709,0.08179833791023167,0
0.36,0.5395004631963283,0.10624268683235528,0.5199269711095929,0.433257776363973,0.07900092639181205,0
0.38,0.6212988010985214,0.12722142672694198,0.5804170112946467,0.49407737437157945,0.08179833790219315,0
0.4,0.6980111126832971,0.15100880740773365,0.6392956439235721,0.5470023052755635,0.07671231158477565,0
0.42,0.7616672007185354,0.1812678170351787,0.6966853148243929,0.5803993836833568,0.06365608803523837,0
0.44,0.8195413657081918,0.21424721674703748,0.7519415515932879,0.6052941489611543,0.05787416498965636,0
0.46,0.8785145908332501,0.24615061758480142,0.8063895602567595,0.6323639732484487,0.058973225125058315,0
0.48,0.9441053600734313,0.27754037200548465,0.8682882131784919,0.6665649880679466,0.06559076924018115,0
0.5,0.9945005189693326,0.3105708214897136,0.9141949583904021,0.683929697479619,0.05039515889590129,0
0.52,1.0040262457880265,0.34761036718028504,0.9162863682343161,0.6564158786077414,0.009525726818693903,0
0.54,0.998486256865955,0.3861502219671101,0.9023913641009018,0.6123360348988449,-0.005539988922071415,0
0.56,1.000035959912129,0.4238986234948903,0.8959444721614784,0.5761373364172386,0.001549703046173856,0
0.58,1.0003851672959017,0.46224384737662716,0.8886707326221144,0.5381413199192745,0.00034920738377275384,0
0.6,0.9997021904914165,0.49962068122870873,0.8793246238184405,0.5000815092627078,-0.000682976804485147,0
0.62,1.0001178626770257,0.5343192267884176,0.8683912135432945,0.46579863588860815,0.00041567218560922825,0
0.64,0.9999928861884029,0.5679042764774564,0.8558912927842295,0.4320886097109464,-0.00012497648862286326,0
0.66,0.9999733158768508,0.6017535686196831,0.8439748130874329,0.3982197472571677,-1.9570311552086217e-05,0
0.68,1.0000218376163543,0.6366992513593331,0.8320484137433307,0.3633225862570212,4.852173950353755e-05,0
0.7000000000000001,0.999990784670869,0.6690501262522595,0.8199706241727419,0.33094065841860953,-3.105294548533255e-05,0
0.72,1.0000015510752034,0.6947125602009181,0.8080089129837047,0.3052889908742853,1.0766404334394686e-05,0
0.74,1.0000002362850027,0.7177487219886564,0.7960010939459017,0.2822515142963463,-1.3147902007126788e-06,0
0.76,1.0000002362850025,0.7418546704856983,0.7839969490991574,0.25814556579930414,-2.220446049250313e-16,0
0.78,1.0000015510752034,0.7664751594281403,0.7720023250905966,0.23352639164706313,1.3147902009347234e-06,0
0.8,0.999990784670869,0.7893769864063347,0.759997443424415,0.2106137982645343,-1.0766404334394686e-05,0
0.8200000000000001,1.0000218376163543,0.8084644277312267,0.74800455276217,0.1915574098851276,3.105294548533255e-05,0
0.84,0.9999733158768508,0.8258419661603271,0.7359943533364148,0.17413134971652366,-4.852173950353755e-05,0
0.86,0.9999928861884031,0.8438467801001424,0.7239990273721684,0.15614610608826074,1.957031155230826e-05,0
0.88,1.0001178626770255,0.862483594014722,0.7120239245484453,0.13763426866230355,0.00012497648862241917,0
0.9,0.9997021904914166,0.8793171098582079,0.6999374046606377,0.12038508063320874,-0.0004156721856088952,0
0.92,1.0003851672959017,0.8925574108569536,0.6880842594597327,0.10782775643894804,0.000682976804485036,0
0.9400000000000001,1.000035959912129,0.9038546768181708,0.6759984585034741,0.09618128309395813,-0.00034920738377275384,0
0.96,0.9984862568659552,0.915445284156757,0.6636946668869457,0.08304097270919819,-0.0015497030461737449,0
0.98,1.0040262457880262,0.92954541058205,0.6528444621035956,0.07448083520597626,0.005539988922071082,0
1.0,0.9945005189693327,0.9378777980756892,0.6388018637483845,0.05662272089364351,-0.00952572681869357,0
